chunk_id,category,source_group,source_file,source_path,header_h1,header_h2,header_h3,header_path,text,token_count
stg5_chunk_00317,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,Можно ли добавить товар в уже оформленный заказ?,Если заказ уже отправлен,Изменение и отмена заказа > Можно ли добавить товар в уже оформленный заказ? > Если заказ уже отправлен,"# Изменение и отмена заказа
## Можно ли добавить товар в уже оформленный заказ?
### Если заказ уже отправлен

Добавить товар в отправленный заказ невозможно. Оформите новый заказ на нужный товар.

---",47
stg5_chunk_00318,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,Можно ли изменить адрес доставки?,До отправки заказа,Изменение и отмена заказа > Можно ли изменить адрес доставки? > До отправки заказа,"# Изменение и отмена заказа
## Можно ли изменить адрес доставки?
### До отправки заказа

Да, адрес можно изменить: - через личный кабинет в карточке заказа - через службу поддержки",42
stg5_chunk_00319,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,Можно ли изменить адрес доставки?,После отправки заказа,Изменение и отмена заказа > Можно ли изменить адрес доставки? > После отправки заказа,"# Изменение и отмена заказа
## Можно ли изменить адрес доставки?
### После отправки заказа

Изменение возможно с ограничениями: - нужно обратиться в поддержку - мы свяжемся с транспортной компанией - может потребоваться доплата за перенаправление - не все транспортные компании поддерживают изменение в пути",67
stg5_chunk_00320,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,Можно ли изменить адрес доставки?,Самовывоз,Изменение и отмена заказа > Можно ли изменить адрес доставки? > Самовывоз,"# Изменение и отмена заказа
## Можно ли изменить адрес доставки?
### Самовывоз

Если вы выбрали самовывоз, можно изменить пункт выдачи до момента доставки посылки в текущий пункт. Обратитесь в поддержку.

---",50
stg5_chunk_00321,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,Можно ли изменить способ оплаты?,Если заказ ещё не оплачен,Изменение и отмена заказа > Можно ли изменить способ оплаты? > Если заказ ещё не оплачен,"# Изменение и отмена заказа
## Можно ли изменить способ оплаты?
### Если заказ ещё не оплачен

Да, способ оплаты можно изменить: - через личный кабинет при повторной попытке оплаты - через поддержку",46
stg5_chunk_00322,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,Можно ли изменить способ оплаты?,Если заказ уже оплачен,Изменение и отмена заказа > Можно ли изменить способ оплаты? > Если заказ уже оплачен,"# Изменение и отмена заказа
## Можно ли изменить способ оплаты?
### Если заказ уже оплачен

Изменить способ оплаты нельзя. Если нужно оплатить другим способом: 1. Отмените текущий заказ 2. Дождитесь возврата средств (до 10 рабочих дней) 3. Оформите новый заказ с нужным способом оплаты

---",69
stg5_chunk_00323,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,Как отменить заказ?,Через личный кабинет,Изменение и отмена заказа > Как отменить заказ? > Через личный кабинет,"# Изменение и отмена заказа
## Как отменить заказ?
### Через личный кабинет

1. Войдите в личный кабинет 2. Перейдите в «Мои заказы» 3. Найдите нужный заказ 4. Нажмите «Отменить заказ» 5. Укажите причину отмены 6. Подтвердите отмену",70
stg5_chunk_00324,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,Как отменить заказ?,Через службу поддержки,Изменение и отмена заказа > Как отменить заказ? > Через службу поддержки,"# Изменение и отмена заказа
## Как отменить заказ?
### Через службу поддержки

- Напишите в чат - Отправьте email на support@example-shop.ru - Позвоните: 8-800-123-45-67

Сообщите номер заказа и причину отмены.

---",64
stg5_chunk_00325,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,Когда можно отменить заказ?,Отмена возможна,Изменение и отмена заказа > Когда можно отменить заказ? > Отмена возможна,"# Изменение и отмена заказа
## Когда можно отменить заказ?
### Отмена возможна

- Статус «Новый» — отмена мгновенная - Статус «Подтверждён» — отмена в течение нескольких минут - Статус «В сборке» — отмена возможна, но может занять до 1 часа",72
stg5_chunk_00326,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,Когда можно отменить заказ?,Отмена затруднена или невозможна,Изменение и отмена заказа > Когда можно отменить заказ? > Отмена затруднена или невозможна,"# Изменение и отмена заказа
## Когда можно отменить заказ?
### Отмена затруднена или невозможна

- Статус «Передан в доставку» — заказ уже у транспортной компании - Статус «В пути» — отменить нельзя, только вернуть после получения",61
stg5_chunk_00327,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,Когда можно отменить заказ?,Если заказ уже отправлен,Изменение и отмена заказа > Когда можно отменить заказ? > Если заказ уже отправлен,"# Изменение и отмена заказа
## Когда можно отменить заказ?
### Если заказ уже отправлен

Вы можете: - Отказаться от получения (заказ вернётся на склад) - Получить заказ и оформить возврат по стандартной процедуре

---",54
stg5_chunk_00328,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,Что происходит с деньгами при отмене?,Если заказ был оплачен онлайн,Изменение и отмена заказа > Что происходит с деньгами при отмене? > Если заказ был оплачен онлайн,"# Изменение и отмена заказа
## Что происходит с деньгами при отмене?
### Если заказ был оплачен онлайн

- Деньги возвращаются на ту же карту или счёт - Срок возврата: до **10 рабочих дней** - Иногда банк обрабатывает возврат быстрее — в течение 1–3 дней",65
stg5_chunk_00329,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,Что происходит с деньгами при отмене?,Если заказ был оплачен наложенным платежом,Изменение и отмена заказа > Что происходит с деньгами при отмене? > Если заказ был оплачен наложенным платежом,"# Изменение и отмена заказа
## Что происходит с деньгами при отмене?
### Если заказ был оплачен наложенным платежом

- Деньги не были списаны, возврат не требуется",41
stg5_chunk_00330,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,Что происходит с деньгами при отмене?,Если заказ был оплачен бонусными баллами,Изменение и отмена заказа > Что происходит с деньгами при отмене? > Если заказ был оплачен бонусными баллами,"# Изменение и отмена заказа
## Что происходит с деньгами при отмене?
### Если заказ был оплачен бонусными баллами

- Бонусы возвращаются на счёт автоматически - Срок возврата бонусов: до 3 рабочих дней",51
stg5_chunk_00331,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,Что происходит с деньгами при отмене?,Если использовался промокод,Изменение и отмена заказа > Что происходит с деньгами при отмене? > Если использовался промокод,"# Изменение и отмена заказа
## Что происходит с деньгами при отмене?
### Если использовался промокод

- Промокод не восстанавливается после отмены заказа - Это указано в правилах использования промокодов

---",51
stg5_chunk_00332,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,Можно ли восстановить отменённый заказ?,,Изменение и отмена заказа > Можно ли восстановить отменённый заказ?,"# Изменение и отмена заказа
## Можно ли восстановить отменённый заказ?

Нет, отменённый заказ восстановить нельзя.",28
stg5_chunk_00333,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,Можно ли восстановить отменённый заказ?,Что делать,Изменение и отмена заказа > Можно ли восстановить отменённый заказ? > Что делать,"# Изменение и отмена заказа
## Можно ли восстановить отменённый заказ?
### Что делать

- Оформите новый заказ с теми же товарами - Если товар был последним на складе, он может быть уже недоступен",51
stg5_chunk_00334,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,Можно ли восстановить отменённый заказ?,Важно,Изменение и отмена заказа > Можно ли восстановить отменённый заказ? > Важно,"# Изменение и отмена заказа
## Можно ли восстановить отменённый заказ?
### Важно

- Промокод, использованный в отменённом заказе, не восстанавливается - Бонусные баллы вернутся автоматически и будут доступны для нового заказа

---",58
stg5_chunk_00335,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,Частичная отмена заказа,,Изменение и отмена заказа > Частичная отмена заказа,"# Изменение и отмена заказа
## Частичная отмена заказа

Если вы хотите отменить только часть товаров в заказе:",28
stg5_chunk_00336,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,Частичная отмена заказа,До отправки,Изменение и отмена заказа > Частичная отмена заказа > До отправки,"# Изменение и отмена заказа
## Частичная отмена заказа
### До отправки

- Обратитесь в поддержку с номером заказа - Укажите, какие именно товары нужно убрать - Мы скорректируем заказ и пересчитаем сумму - Разница будет возвращена на карту в течение 10 рабочих дней",66
stg5_chunk_00337,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,Частичная отмена заказа,После отправки,Изменение и отмена заказа > Частичная отмена заказа > После отправки,"# Изменение и отмена заказа
## Частичная отмена заказа
### После отправки

- Частичная отмена невозможна - Получите заказ полностью - Оформите возврат ненужных товаров через стандартную процедуру

---",49
stg5_chunk_00338,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,FAQ,Можно ли изменить заказ после оформления?,Изменение и отмена заказа > FAQ > Можно ли изменить заказ после оформления?,"# Изменение и отмена заказа
## FAQ
### Можно ли изменить заказ после оформления?

Да, до момента передачи заказа на сборку. Изменить можно состав, количество, адрес, способ доставки и оплаты. Для этого воспользуйтесь личным кабинетом или поддержкой.",59
stg5_chunk_00339,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,FAQ,Как отменить заказ?,Изменение и отмена заказа > FAQ > Как отменить заказ?,"# Изменение и отмена заказа
## FAQ
### Как отменить заказ?

В личном кабинете откройте «Мои заказы», выберите нужный и нажмите «Отменить заказ». Или обратитесь в поддержку.",51
stg5_chunk_00340,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,FAQ,"Можно ли отменить заказ, если он уже отправлен?","Изменение и отмена заказа > FAQ > Можно ли отменить заказ, если он уже отправлен?","# Изменение и отмена заказа
## FAQ
### Можно ли отменить заказ, если он уже отправлен?

Нет, отменить отправленный заказ нельзя. Вы можете отказаться от получения или оформить возврат после доставки.",47
stg5_chunk_00341,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,FAQ,Когда вернут деньги за отменённый заказ?,Изменение и отмена заказа > FAQ > Когда вернут деньги за отменённый заказ?,"# Изменение и отмена заказа
## FAQ
### Когда вернут деньги за отменённый заказ?

При онлайн-оплате — до 10 рабочих дней. Бонусные баллы — до 3 рабочих дней. При наложенном платеже возврат не требуется.",54
stg5_chunk_00342,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,FAQ,Можно ли поменять адрес доставки?,Изменение и отмена заказа > FAQ > Можно ли поменять адрес доставки?,"# Изменение и отмена заказа
## FAQ
### Можно ли поменять адрес доставки?

До отправки — да, через личный кабинет или поддержку. После отправки — только через поддержку и транспортную компанию, возможна доплата.",52
stg5_chunk_00343,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,FAQ,Можно ли добавить товар в заказ?,Изменение и отмена заказа > FAQ > Можно ли добавить товар в заказ?,"# Изменение и отмена заказа
## FAQ
### Можно ли добавить товар в заказ?

До отправки — да, через поддержку. После отправки — нет, нужно оформить новый заказ.",41
stg5_chunk_00344,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,FAQ,Можно ли изменить способ оплаты?,Изменение и отмена заказа > FAQ > Можно ли изменить способ оплаты?,"# Изменение и отмена заказа
## FAQ
### Можно ли изменить способ оплаты?

До оплаты — да. После оплаты — нет, нужно отменить заказ и оформить новый.",37
stg5_chunk_00345,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,FAQ,Вернётся ли промокод при отмене заказа?,Изменение и отмена заказа > FAQ > Вернётся ли промокод при отмене заказа?,"# Изменение и отмена заказа
## FAQ
### Вернётся ли промокод при отмене заказа?

Нет, использованный промокод не восстанавливается после отмены.",40
stg5_chunk_00346,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,FAQ,Можно ли отменить только часть заказа?,Изменение и отмена заказа > FAQ > Можно ли отменить только часть заказа?,"# Изменение и отмена заказа
## FAQ
### Можно ли отменить только часть заказа?

До отправки — да, через поддержку. После отправки — нет, нужно получить весь заказ и вернуть ненужные товары.",51
stg5_chunk_00347,order_support,rag_raw,order_changes_and_cancellation.md,ml\data\kb_stage5\raw\order_changes_and_cancellation.md,Изменение и отмена заказа,FAQ,Можно ли восстановить отменённый заказ?,Изменение и отмена заказа > FAQ > Можно ли восстановить отменённый заказ?,"# Изменение и отмена заказа
## FAQ
### Можно ли восстановить отменённый заказ?

Нет, но можно оформить новый заказ с теми же товарами, если они есть в наличии.",40
stg5_chunk_00348,catalog_product,rag_raw,product_availability.md,ml\data\kb_stage5\raw\product_availability.md,Информация о товарах и наличии,Краткий ответ,,Информация о товарах и наличии > Краткий ответ,"# Информация о товарах и наличии
## Краткий ответ

Проверить наличие товара можно на странице товара на сайте или в мобильном приложении. Если товара нет в наличии, можно подписаться на уведомление о поступлении. Информация о характеристиках, размерах, цветах и комплектации указана в карточке товара. Если нужна дополнительная информация, обратитесь в службу поддержки.

---",83
stg5_chunk_00349,catalog_product,rag_raw,product_availability.md,ml\data\kb_stage5\raw\product_availability.md,Информация о товарах и наличии,"Как узнать, есть ли товар в наличии?",На сайте,"Информация о товарах и наличии > Как узнать, есть ли товар в наличии? > На сайте","# Информация о товарах и наличии
## Как узнать, есть ли товар в наличии?
### На сайте

1. Откройте страницу нужного товара 2. Статус наличия отображается рядом с кнопкой «В корзину»: - **«В наличии»** — товар доступен для заказа - **«Мало на складе»** — осталось менее 5 штук - **«Нет в наличии»** — товар временно отсутствует - **«Предзаказ»** — товар можно заказать заранее, доставка после поступления",104
stg5_chunk_00350,catalog_product,rag_raw,product_availability.md,ml\data\kb_stage5\raw\product_availability.md,Информация о товарах и наличии,"Как узнать, есть ли товар в наличии?",В мобильном приложении,"Информация о товарах и наличии > Как узнать, есть ли товар в наличии? > В мобильном приложении","# Информация о товарах и наличии
## Как узнать, есть ли товар в наличии?
### В мобильном приложении

Статус наличия отображается так же, как на сайте — на странице товара.",41
stg5_chunk_00351,catalog_product,rag_raw,product_availability.md,ml\data\kb_stage5\raw\product_availability.md,Информация о товарах и наличии,"Как узнать, есть ли товар в наличии?",Через поддержку,"Информация о товарах и наличии > Как узнать, есть ли товар в наличии? > Через поддержку","# Информация о товарах и наличии
## Как узнать, есть ли товар в наличии?
### Через поддержку

Если статус на сайте непонятен или вы хотите уточнить наличие конкретной модификации: - Напишите в чат на сайте - Отправьте email на support@example-shop.ru - Позвоните: 8-800-123-45-67

---",73
stg5_chunk_00352,catalog_product,rag_raw,product_availability.md,ml\data\kb_stage5\raw\product_availability.md,Информация о товарах и наличии,Товара нет в наличии — что делать?,,Информация о товарах и наличии > Товара нет в наличии — что делать?,"# Информация о товарах и наличии
## Товара нет в наличии — что делать?

Если нужный товар временно отсутствует:",24
stg5_chunk_00353,catalog_product,rag_raw,product_availability.md,ml\data\kb_stage5\raw\product_availability.md,Информация о товарах и наличии,Товара нет в наличии — что делать?,Подписаться на уведомление,Информация о товарах и наличии > Товара нет в наличии — что делать? > Подписаться на уведомление,"# Информация о товарах и наличии
## Товара нет в наличии — что делать?
### Подписаться на уведомление

1. Откройте страницу товара 2. Нажмите кнопку «Сообщить о поступлении» 3. Укажите email или номер телефона 4. Когда товар появится на складе, вы получите уведомление",65
stg5_chunk_00354,catalog_product,rag_raw,product_availability.md,ml\data\kb_stage5\raw\product_availability.md,Информация о товарах и наличии,Товара нет в наличии — что делать?,Проверить аналоги,Информация о товарах и наличии > Товара нет в наличии — что делать? > Проверить аналоги,"# Информация о товарах и наличии
## Товара нет в наличии — что делать?
### Проверить аналоги

- На странице товара в блоке «Похожие товары» могут быть аналогичные модели в наличии - Используйте фильтры каталога для поиска альтернатив",54
stg5_chunk_00355,catalog_product,rag_raw,product_availability.md,ml\data\kb_stage5\raw\product_availability.md,Информация о товарах и наличии,Товара нет в наличии — что делать?,Уточнить сроки поступления,Информация о товарах и наличии > Товара нет в наличии — что делать? > Уточнить сроки поступления,"# Информация о товарах и наличии
## Товара нет в наличии — что делать?
### Уточнить сроки поступления

- Обратитесь в поддержку с названием или артикулом товара - Мы сообщим ориентировочные сроки следующей поставки, если информация доступна

---",53
stg5_chunk_00356,catalog_product,rag_raw,product_availability.md,ml\data\kb_stage5\raw\product_availability.md,Информация о товарах и наличии,Будет ли пополнение товара?,Как узнать,Информация о товарах и наличии > Будет ли пополнение товара? > Как узнать,"# Информация о товарах и наличии
## Будет ли пополнение товара?
### Как узнать

- Точные сроки пополнения зависят от поставщика и не всегда известны заранее - Обратитесь в поддержку — мы проверим статус поставки - Подпишитесь на уведомление о поступлении на странице товара",59
stg5_chunk_00357,catalog_product,rag_raw,product_availability.md,ml\data\kb_stage5\raw\product_availability.md,Информация о товарах и наличии,Будет ли пополнение товара?,Важно,Информация о товарах и наличии > Будет ли пополнение товара? > Важно,"# Информация о товарах и наличии
## Будет ли пополнение товара?
### Важно

- Некоторые товары производятся ограниченными партиями и могут не появиться снова - Сезонные товары могут появиться только в определённое время года - Товары, снятые с производства, не пополняются

---",63
stg5_chunk_00358,catalog_product,rag_raw,product_availability.md,ml\data\kb_stage5\raw\product_availability.md,Информация о товарах и наличии,Какие размеры доступны?,Где посмотреть размеры,Информация о товарах и наличии > Какие размеры доступны? > Где посмотреть размеры,"# Информация о товарах и наличии
## Какие размеры доступны?
### Где посмотреть размеры

- На странице товара в разделе «Размеры» или в выпадающем списке при добавлении в корзину - Доступные размеры отмечены как активные, недоступные — как серые или зачёркнутые",70
stg5_chunk_00359,catalog_product,rag_raw,product_availability.md,ml\data\kb_stage5\raw\product_availability.md,Информация о товарах и наличии,Какие размеры доступны?,Размерная сетка,Информация о товарах и наличии > Какие размеры доступны? > Размерная сетка,"# Информация о товарах и наличии
## Какие размеры доступны?
### Размерная сетка

- Для одежды и обуви на странице товара есть кнопка «Таблица размеров» - Таблица содержит соответствие российских, европейских и международных размеров - Указаны замеры в сантиметрах для каждого размера",61
stg5_chunk_00360,catalog_product,rag_raw,product_availability.md,ml\data\kb_stage5\raw\product_availability.md,Информация о товарах и наличии,Какие размеры доступны?,Если нужного размера нет,Информация о товарах и наличии > Какие размеры доступны? > Если нужного размера нет,"# Информация о товарах и наличии
## Какие размеры доступны?
### Если нужного размера нет

- Подпишитесь на уведомление о поступлении нужного размера - Проверьте похожие модели — возможно, ваш размер есть в аналогичном товаре - Обратитесь в поддержку для уточнения сроков пополнения",65
stg5_chunk_00361,catalog_product,rag_raw,product_availability.md,ml\data\kb_stage5\raw\product_availability.md,Информация о товарах и наличии,Какие размеры доступны?,Как правильно выбрать размер,Информация о товарах и наличии > Какие размеры доступны? > Как правильно выбрать размер,"# Информация о товарах и наличии
## Какие размеры доступны?
### Как правильно выбрать размер

1. Измерьте свои параметры (обхват груди, талии, бёдер, длину стопы) 2. Сравните с таблицей размеров на странице товара 3. Если сомневаетесь — выбирайте больший размер 4. Помните, что товар можно обменять на другой размер в течение установленного срока

---",84
stg5_chunk_00362,catalog_product,rag_raw,product_availability.md,ml\data\kb_stage5\raw\product_availability.md,Информация о товарах и наличии,Какие цвета доступны?,Где посмотреть,Информация о товарах и наличии > Какие цвета доступны? > Где посмотреть,"# Информация о товарах и наличии
## Какие цвета доступны?
### Где посмотреть

- На странице товара доступные цвета отображаются в виде цветных кружков или плашек - Нажмите на цвет, чтобы увидеть фотографии товара в этом цвете - Если цвет неактивен (серый), значит он временно отсутствует",64
stg5_chunk_00363,catalog_product,rag_raw,product_availability.md,ml\data\kb_stage5\raw\product_availability.md,Информация о товарах и наличии,Какие цвета доступны?,Если нужного цвета нет,Информация о товарах и наличии > Какие цвета доступны? > Если нужного цвета нет,"# Информация о товарах и наличии
## Какие цвета доступны?
### Если нужного цвета нет

- Подпишитесь на уведомление о поступлении - Проверьте похожие модели - Обратитесь в поддержку",42
stg5_chunk_00364,catalog_product,rag_raw,product_availability.md,ml\data\kb_stage5\raw\product_availability.md,Информация о товарах и наличии,Какие цвета доступны?,Важно про отображение цветов,Информация о товарах и наличии > Какие цвета доступны? > Важно про отображение цветов,"# Информация о товарах и наличии
## Какие цвета доступны?
### Важно про отображение цветов

- Реальный цвет товара может незначительно отличаться от изображения на экране - Это зависит от настроек монитора и освещения при съёмке - Если точный оттенок важен, обратитесь в поддержку для уточнения

---",69
stg5_chunk_00365,catalog_product,rag_raw,product_availability.md,ml\data\kb_stage5\raw\product_availability.md,Информация о товарах и наличии,Где посмотреть характеристики товара?,На странице товара,Информация о товарах и наличии > Где посмотреть характеристики товара? > На странице товара,"# Информация о товарах и наличии
## Где посмотреть характеристики товара?
### На странице товара

Характеристики указаны в нескольких местах:

#### Блок «Описание» - Общее описание товара - Основные преимущества - Особенности модели

#### Блок «Характеристики» - Таблица с техническими параметрами - Материал, вес, габариты - Для электроники: экран, процессор, память, батарея и т.д.

#### Блок «Комплектация» - Что входит в комплект поставки - Наличие аксессуаров, кабелей, документации",121
stg5_chunk_00366,catalog_product,rag_raw,product_availability.md,ml\data\kb_stage5\raw\product_availability.md,Информация о товарах и наличии,Где посмотреть характеристики товара?,Если информации недостаточно,Информация о товарах и наличии > Где посмотреть характеристики товара? > Если информации недостаточно,"# Информация о товарах и наличии
## Где посмотреть характеристики товара?
### Если информации недостаточно

- Обратитесь в поддержку с вопросом о конкретном параметре - Мы уточним информацию у поставщика

---",39
stg5_chunk_00367,catalog_product,rag_raw,product_availability.md,ml\data\kb_stage5\raw\product_availability.md,Информация о товарах и наличии,Можно ли предзаказать товар?,Что такое предзаказ,Информация о товарах и наличии > Можно ли предзаказать товар? > Что такое предзаказ,"# Информация о товарах и наличии
## Можно ли предзаказать товар?
### Что такое предзаказ

Предзаказ — это возможность зарезервировать товар до его поступления на склад.",38
stg5_chunk_00368,catalog_product,rag_raw,product_availability.md,ml\data\kb_stage5\raw\product_availability.md,Информация о товарах и наличии,Можно ли предзаказать товар?,Как оформить предзаказ,Информация о товарах и наличии > Можно ли предзаказать товар? > Как оформить предзаказ,"# Информация о товарах и наличии
## Можно ли предзаказать товар?
### Как оформить предзаказ

1. На странице товара нажмите «Предзаказ» (вместо «В корзину») 2. Оформите заказ как обычно 3. Оплата списывается сразу или при поступлении — зависит от условий",63
stg5_chunk_00369,catalog_product,rag_raw,product_availability.md,ml\data\kb_stage5\raw\product_availability.md,Информация о товарах и наличии,Можно ли предзаказать товар?,Условия предзаказа,Информация о товарах и наличии > Можно ли предзаказать товар? > Условия предзаказа,"# Информация о товарах и наличии
## Можно ли предзаказать товар?
### Условия предзаказа

- Ориентировочная дата поступления указана на странице товара - Дата может измениться — мы уведомим вас по email - Предзаказ можно отменить до момента отправки - При отмене оплаченного предзаказа деньги возвращаются в течение 10 рабочих дней",81
stg5_chunk_00370,catalog_product,rag_raw,product_availability.md,ml\data\kb_stage5\raw\product_availability.md,Информация о товарах и наличии,Можно ли предзаказать товар?,Важно,Информация о товарах и наличии > Можно ли предзаказать товар? > Важно,"# Информация о товарах и наличии
## Можно ли предзаказать товар?
### Важно

- Не все товары доступны для предзаказа - Предзаказ не гарантирует конкретную дату поступления - При задержке поставщика мы свяжемся с вами и предложим варианты

---",56
stg5_chunk_00371,catalog_product,rag_raw,product_availability.md,ml\data\kb_stage5\raw\product_availability.md,Информация о товарах и наличии,Как сравнить товары?,На сайте,Информация о товарах и наличии > Как сравнить товары? > На сайте,"# Информация о товарах и наличии
## Как сравнить товары?
### На сайте

1. Откройте страницу интересующего товара 2. Нажмите иконку «Сравнить» (обычно значок весов) 3. Добавьте другие товары для сравнения аналогичным способом 4. Перейдите в раздел «Сравнение» (ссылка появится в верхней части сайта) 5. Таблица сравнения покажет все характеристики рядом",88
